"Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
26,"Yes","Frequently","Sales",17,"Master","Other","Medium","Female","High","1","ResearchSci","High","Single",2741,0,"No",11,"Medium","1",8,2,"Medium",7,7,1,0
29,"No","Non-Travel","R&D",19,"Bachelor","HR","Very High","Male","High","2","HealthcareRep","Very High","Single",4262,4,"Yes",12,"Medium","2",8,2,"Very High",3,2,1,2
33,"No","Non-Travel","R&D",1,"Doctor","Marketing","Low","Female","Very High","4","Mgr","High","Single",16184,4,"Yes",19,"High","1",10,2,"High",6,1,0,5
31,"No","Non-Travel","HR",7,"Bachelor","Other","High","Male","Medium","3","ManufacturingDir","Very High","Single",11557,9,"Yes",21,"High","1",10,3,"Medium",5,4,0,1
18,"Yes","Frequently","HR",5,"Bachelor","Medical","Medium","Male","High","1","HR Personnel","Medium","Divorced",1878,1,"No",14,"Very High","0",0,3,"High",0,0,0,0
40,"No","Rarely","HR",28,"Bachelor","Tech","High","Male","Low","3","ResearchDir","Low","Single",10932,3,"Yes",15,"High","1",20,2,"High",1,0,0,1
41,"No","Rarely","R&D",2,"Master","Tech","Low","Female","Medium","2","SalesExec","High","Divorced",6811,2,"No",17,"Low","0",10,3,"High",8,7,0,7
26,"No","Non-Travel","HR",29,"College","Marketing","Low","Male","High","2","ResearchDir","High","Single",4306,5,"Yes",12,"Low","2",8,5,"High",0,0,0,0
35,"No","Non-Travel","HR",1,"Bachelor","Marketing","Low","Female","High","2","ResearchDir","High","Divorced",4859,1,"Yes",16,"Very High","0",5,3,"High",5,4,0,3
34,"No","Non-Travel","HR",21,"Master","Other","Very High","Male","Very High","2","ResearchDir","Very High","Divorced",5337,1,"Yes",12,"Very High","0",10,3,"High",10,7,5,7
26,"Yes","Non-Travel","R&D",24,"Bachelor","HR","High","Male","Low","1","LabTech","Very High","Divorced",2340,1,"No",18,"Medium","0",1,3,"Low",1,0,0,0
37,"No","Non-Travel","R&D",1,"Bachelor","HR","Medium","Female","High","3","HealthcareRep","Very High","Divorced",7491,4,"Yes",17,"Very High","0",12,3,"Very High",6,5,1,2
46,"No","Frequently","R&D",18,"Below College","Marketing","Low","Female","High","3","SalesExec","High","Married",10527,5,"Yes",11,"Very High","0",28,3,"Medium",2,2,1,2
41,"No","Non-Travel","HR",2,"Doctor","Other","Medium","Female","High","4","ManufacturingDir","Low","Married",16595,7,"Yes",16,"Medium","1",22,2,"High",18,16,11,8
37,"No","Rarely","HR",9,"Master","Marketing","Low","Male","High","3","ResearchDir","Medium","Single",8834,1,"Yes",13,"Very High","1",9,6,"High",9,5,7,7
52,"No","Non-Travel","R&D",6,"College","HR","Very High","Male","High","2","SalesRep","Low","Single",5577,3,"No",12,"Medium","2",18,3,"High",10,9,6,9
32,"Yes","Rarely","HR",11,"Master","Tech","Very High","Male","Very High","2","ResearchDir","High","Married",4707,8,"Yes",12,"Very High","0",6,2,"High",4,2,1,2
24,"No","Frequently","HR",24,"Bachelor","Marketing","Very High","Male","High","1","HR Personnel","Very High","Married",2400,0,"Yes",13,"High","2",3,3,"High",2,2,2,1
38,"No","Non-Travel","R&D",10,"Bachelor","Marketing","High","Female","High","2","SalesExec","High","Married",9824,3,"Yes",19,"High","1",18,4,"High",1,0,0,0
37,"No","Non-Travel","R&D",1,"Master","Other","Medium","Female","High","2","HealthcareRep","Medium","Married",6447,6,"Yes",12,"Medium","1",8,2,"Medium",6,5,4,3
49,"No","Non-Travel","R&D",18,"Master","Other","Very High","Male","Medium","5","Mgr","High","Single",19502,1,"No",17,"High","1",31,5,"High",31,9,0,9
24,"No","Non-Travel","R&D",23,"Bachelor","Marketing","Medium","Male","Very High","1","SalesRep","Very High","Married",2725,1,"No",11,"Medium","2",6,3,"High",6,5,1,4
26,"No","Non-Travel","HR",28,"College","Medical","Low","Male","High","2","ResearchDir","Medium","Married",6272,1,"Yes",20,"Very High","2",6,5,"Very High",5,3,1,4
24,"No","Non-Travel","R&D",17,"College","Tech","Very High","Male","Medium","1","LabTech","Medium","Married",2127,1,"Yes",21,"Very High","1",1,2,"High",1,0,0,0
50,"No","Frequently","Sales",3,"Bachelor","Marketing","Low","Male","High","5","ManufacturingDir","Medium","Married",18200,1,"Yes",11,"High","1",32,2,"High",32,5,10,7
25,"No","Non-Travel","HR",13,"Below College","Marketing","Medium","Male","High","1","HR Personnel","High","Married",2096,1,"Yes",11,"High","0",7,1,"High",7,4,0,6
24,"Yes","Frequently","R&D",7,"Bachelor","Other","Low","Female","High","1","LabTech","High","Married",2886,1,"No",16,"Very High","1",6,4,"High",6,3,1,2
30,"Yes","Frequently","HR",12,"Master","Other","Medium","Male","Medium","1","HR Personnel","Low","Married",2033,1,"Yes",18,"High","1",1,2,"Very High",1,0,0,0
34,"No","Non-Travel","R&D",1,"College","Other","Medium","Male","Medium","1","SalesRep","Very High","Married",3622,1,"No",13,"Very High","1",6,3,"High",6,5,1,3
31,"Yes","Non-Travel","HR",13,"Master","Marketing","Medium","Male","High","2","ResearchDir","Low","Single",4233,2,"Yes",17,"High","0",9,2,"Low",3,1,1,2
35,"No","Non-Travel","R&D",25,"College","Tech","Low","Male","Medium","2","LabTech","Very High","Divorced",3681,4,"Yes",14,"Very High","0",9,3,"High",3,2,0,2
31,"No","Non-Travel","HR",6,"Master","Marketing","Low","Male","Very High","2","ResearchDir","Very High","Single",5460,4,"Yes",22,"Very High","2",13,4,"Very High",7,7,5,7
27,"No","Non-Travel","R&D",6,"Master","Marketing","Low","Female","Medium","1","SalesRep","High","Single",2187,0,"Yes",12,"High","2",6,5,"Medium",5,3,0,3
37,"No","Non-Travel","HR",2,"Bachelor","Medical","Very High","Male","High","2","ResearchDir","High","Married",9602,4,"No",11,"High","1",17,3,"Medium",3,0,1,0
20,"No","Non-Travel","R&D",1,"Bachelor","Other","Very High","Female","Medium","1","SalesRep","Medium","Divorced",2836,1,"Yes",13,"Very High","0",1,0,"Very High",1,0,0,0
42,"No","Non-Travel","R&D",2,"Master","Other","High","Female","High","2","SalesExec","Very High","Married",4089,1,"Yes",13,"Medium","2",10,4,"High",10,2,2,2
43,"No","Non-Travel","R&D",6,"Master","Tech","Medium","Male","Medium","4","Mgr","Very High","Single",16627,4,"No",14,"High","1",21,3,"Medium",1,0,0,0
38,"No","Non-Travel","R&D",1,"Below College","Other","High","Female","High","1","SalesRep","Low","Divorced",2619,3,"Yes",17,"Very High","0",8,3,"Medium",0,0,0,0
43,"No","Frequently","R&D",9,"Doctor","Marketing","Very High","Male","High","2","LabTech","High","Single",5679,3,"No",13,"Medium","1",10,3,"High",8,7,4,7
48,"No","Non-Travel","R&D",1,"Master","Other","Very High","Female","Medium","4","ManufacturingDir","Low","Married",15402,7,"Yes",11,"Low","1",21,3,"Low",3,2,0,2
44,"No","Non-Travel","Sales",1,"Master","Other","Low","Female","Medium","2","ResearchSci","High","Divorced",5985,4,"Yes",11,"Medium","0",10,1,"Very High",2,2,0,2
34,"No","Non-Travel","HR",14,"Bachelor","HR","High","Female","High","1","HR Personnel","High","Single",2579,1,"No",18,"Very High","2",8,3,"High",8,2,0,6
27,"Yes","Non-Travel","HR",2,"Below College","Medical","High","Male","High","1","HR Personnel","Low","Single",3041,0,"Yes",11,"Medium","1",5,3,"High",4,3,0,2
21,"No","Non-Travel","HR",22,"Below College","HR","High","Male","High","1","HR Personnel","High","Divorced",3447,1,"Yes",11,"High","0",3,2,"High",3,2,1,2
44,"No","Non-Travel","R&D",3,"Master","Tech","Very High","Male","High","5","ManufacturingDir","Very High","Married",19513,4,"No",12,"Low","1",26,2,"Very High",2,2,0,1
22,"No","Non-Travel","R&D",6,"Below College","Marketing","Low","Male","High","1","SalesRep","High","Married",2773,0,"Yes",20,"Very High","0",3,3,"High",2,2,2,2
33,"No","Non-Travel","HR",8,"Master","Medical","High","Male","High","2","ResearchDir","High","Single",7104,0,"Yes",12,"Very High","0",6,3,"High",5,0,1,2
32,"No","Non-Travel","R&D",9,"Master","Other","Low","Female","High","2","SalesRep","Very High","Married",6322,1,"No",12,"Very High","1",6,2,"Medium",6,4,0,5
30,"No","Frequently","R&D",3,"Bachelor","Marketing","High","Female","High","1","SalesRep","High","Single",2083,1,"Yes",20,"High","1",1,2,"High",1,0,0,0
53,"No","Non-Travel","HR",1,"Below College","Marketing","Very High","Female","High","2","ResearchDir","Low","Divorced",8381,7,"Yes",20,"Very High","0",18,2,"Very High",14,7,8,10
34,"No","Non-Travel","R&D",1,"Doctor","Other","Medium","Male","High","1","SalesRep","Very High","Married",2691,1,"Yes",12,"Very High","1",10,4,"Medium",10,9,8,8
45,"Yes","Frequently","HR",26,"Master","Other","Low","Female","High","2","ResearchDir","Low","Married",4286,2,"Yes",14,"Very High","2",5,4,"High",1,1,0,0
26,"No","Non-Travel","R&D",6,"Bachelor","Other","High","Female","High","1","LabTech","Very High","Married",2659,1,"No",13,"High","1",3,2,"High",3,2,0,2
37,"No","Non-Travel","R&D",3,"Bachelor","Tech","High","Male","High","3","HealthcareRep","High","Married",9434,1,"Yes",15,"High","1",10,2,"High",10,7,7,8
29,"No","Non-Travel","HR",3,"College","Marketing","Medium","Female","High","2","ResearchDir","High","Married",5561,1,"Yes",14,"Low","1",6,5,"Medium",6,0,1,2
35,"No","Non-Travel","R&D",6,"Master","Other","Medium","Male","Low","2","SalesRep","Very High","Divorced",6646,1,"Yes",13,"Medium","0",17,3,"High",17,11,11,8
33,"No","Frequently","R&D",6,"Bachelor","Other","High","Male","High","2","SalesExec","Very High","Single",7725,3,"Yes",23,"High","1",15,2,"Low",13,11,4,7
54,"No","Non-Travel","Sales",19,"Master","Marketing","High","Male","High","3","ResearchSci","Medium","Married",10725,2,"Yes",15,"High","1",16,1,"Very High",9,7,7,1
36,"No","Non-Travel","R&D",9,"College","Marketing","Medium","Male","Medium","2","HealthcareRep","Medium","Single",8847,2,"No",11,"High","1",13,2,"High",3,2,0,2
27,"No","Non-Travel","R&D",3,"Master","Marketing","Low","Male","Medium","1","SalesRep","Very High","Divorced",2045,0,"Yes",13,"Very High","0",5,0,"High",4,2,1,1
20,"Yes","Non-Travel","R&D",10,"Below College","Marketing","Very High","Male","High","1","SalesRep","High","Divorced",1009,1,"No",11,"Very High","0",1,5,"High",1,0,1,1
33,"Yes","Frequently","R&D",3,"Bachelor","Other","Low","Male","High","1","SalesRep","Low","Divorced",3348,1,"No",11,"Low","0",10,3,"High",10,8,9,7
35,"No","Rarely","R&D",3,"Bachelor","Other","High","Male","Medium","1","LabTech","High","Married",1281,1,"Yes",18,"High","2",1,3,"High",1,0,0,0
23,"No","Non-Travel","R&D",4,"Bachelor","Marketing","Low","Male","Very High","1","SalesRep","Low","Married",2819,2,"Yes",16,"Low","1",5,3,"Very High",3,2,0,2
25,"No","Non-Travel","HR",8,"Bachelor","Other","Very High","Male","Very High","2","ResearchDir","Medium","Married",4851,0,"Yes",22,"High","1",4,4,"High",3,2,1,2
38,"No","Non-Travel","HR",7,"Master","Medical","Very High","Female","Medium","2","ResearchDir","Very High","Divorced",4028,0,"Yes",20,"Low","0",8,2,"High",7,7,0,5
29,"No","Frequently","R&D",1,"Master","Other","Medium","Male","Low","1","SalesRep","Very High","Single",2720,1,"Yes",18,"Very High","1",10,5,"High",10,7,2,8
48,"No","Non-Travel","HR",2,"Below College","Medical","Medium","Male","Very High","2","ResearchDir","Medium","Married",8120,3,"Yes",12,"Very High","0",12,3,"High",2,2,2,2
27,"No","Frequently","HR",3,"Below College","Marketing","Very High","Female","Very High","2","ResearchDir","Very High","Single",4647,1,"No",20,"Medium","2",6,3,"High",6,5,0,4
37,"No","Non-Travel","R&D",10,"College","Other","Very High","Male","Very High","1","SalesRep","Very High","Divorced",4680,3,"Yes",17,"Low","0",4,2,"High",1,0,0,0
50,"No","Non-Travel","R&D",28,"Below College","Marketing","Very High","Male","Very High","1","LabTech","High","Married",3221,1,"No",11,"High","3",20,3,"High",20,8,3,8
34,"No","Non-Travel","R&D",9,"Bachelor","Marketing","Very High","Female","Medium","3","SalesExec","Medium","Divorced",8621,1,"Yes",14,"Medium","0",9,3,"Very High",8,7,7,7
24,"Yes","Non-Travel","HR",3,"College","Other","Low","Female","High","2","ResearchDir","High","Divorced",4577,9,"Yes",14,"Low","0",4,3,"High",2,2,2,0
39,"No","Non-Travel","R&D",2,"Master","HR","Very High","Female","Medium","2","SalesExec","High","Divorced",4553,1,"Yes",11,"Low","0",20,4,"High",20,7,11,10
32,"No","Non-Travel","HR",10,"Bachelor","Medical","Very High","Male","High","2","ResearchDir","Very High","Divorced",5396,1,"Yes",12,"Very High","0",10,2,"Medium",10,7,0,8
50,"Yes","Frequently","HR",8,"College","HR","Medium","Male","High","2","ResearchDir","High","Married",6796,3,"No",14,"Low","1",18,4,"High",4,3,1,3
38,"No","Non-Travel","R&D",1,"Master","Other","Medium","Female","Very High","2","SalesExec","Very High","Divorced",7625,0,"Yes",13,"High","0",10,4,"Medium",9,7,1,8
27,"No","Non-Travel","R&D",1,"College","Other","High","Female","High","3","HealthcareRep","Low","Married",7412,1,"Yes",11,"Very High","0",9,3,"High",9,7,0,7
32,"No","Non-Travel","R&D",3,"College","Other","High","Female","High","3","Mgr","Very High","Divorced",11159,3,"Yes",15,"Very High","0",10,6,"High",7,7,7,7
47,"No","Non-Travel","HR",14,"Master","Medical","Very High","Male","High","2","ResearchDir","Low","Divorced",4960,2,"Yes",12,"Very High","0",20,2,"High",7,7,1,7
40,"No","Frequently","HR",5,"Master","Other","Very High","Male","Medium","3","ResearchDir","Low","Married",10475,5,"No",21,"High","1",20,2,"High",18,13,1,12
53,"No","Non-Travel","R&D",7,"Bachelor","Other","High","Male","Very High","4","Mgr","High","Married",14814,3,"Yes",19,"High","0",32,3,"High",5,1,1,3
41,"No","Non-Travel","Sales",10,"Master","LifeSci","Medium","Male","Medium","5","ManufacturingDir","Very High","Single",19141,3,"Yes",15,"Medium","3",23,2,"Medium",21,6,12,6
60,"No","Non-Travel","HR",16,"Master","Medical","Low","Male","High","2","ResearchDir","Low","Divorced",5405,8,"Yes",14,"Very High","0",10,1,"High",2,2,2,2
27,"No","Frequently","R&D",10,"College","Other","Very High","Male","High","3","HealthcareRep","Low","Single",8793,1,"Yes",21,"High","2",9,4,"Medium",9,7,1,7
41,"No","Non-Travel","Sales",1,"Bachelor","LifeSci","Very High","Male","Medium","5","ManufacturingDir","High","Married",19189,1,"Yes",12,"Medium","1",22,3,"High",22,7,2,10
50,"No","Non-Travel","HR",8,"Master","Medical","Very High","Male","High","1","HR Personnel","Medium","Married",3875,7,"Yes",15,"Very High","1",4,2,"High",2,2,2,2
28,"Yes","Non-Travel","R&D",1,"College","Other","Low","Female","Low","1","SalesRep","Medium","Divorced",2216,7,"No",13,"Very High","0",10,4,"High",7,7,3,7
36,"No","Rarely","R&D",8,"Bachelor","Other","Low","Female","Very High","3","Mgr","Low","Married",11713,9,"Yes",14,"Low","1",10,2,"High",8,7,0,5
38,"No","Non-Travel","R&D",1,"Bachelor","Other","High","Female","High","3","HealthcareRep","High","Divorced",7861,4,"No",14,"Very High","0",10,4,"Very High",1,0,0,0
44,"No","Rarely","R&D",24,"Bachelor","Marketing","Low","Male","Low","1","LabTech","High","Divorced",3708,2,"Yes",14,"High","0",9,5,"High",5,2,1,4
47,"No","Frequently","HR",3,"Bachelor","Marketing","Very High","Female","High","4","ResearchDir","High","Single",13770,9,"No",12,"Very High","2",28,2,"Medium",22,2,11,13
30,"No","Non-Travel","HR",27,"Doctor","Medical","High","Male","High","2","ResearchDir","Very High","Single",5304,7,"Yes",23,"Very High","1",10,2,"Medium",8,7,7,7
29,"No","Non-Travel","HR",10,"Bachelor","Other","High","Male","High","1","HR Personnel","High","Divorced",2642,1,"Yes",11,"High","0",1,6,"High",1,0,0,0
42,"Yes","Frequently","R&D",19,"Bachelor","Marketing","High","Male","Very High","1","SalesRep","High","Single",2759,6,"No",12,"Very High","0",7,2,"High",2,2,2,2
43,"No","Frequently","HR",15,"Bachelor","Other","Very High","Male","Medium","2","ResearchDir","Very High","Married",6804,3,"Yes",18,"High","1",7,5,"High",2,2,2,2
34,"No","Non-Travel","R&D",8,"College","Marketing","Medium","Female","High","2","SalesExec","High","Divorced",6142,3,"Yes",11,"Very High","0",10,2,"High",5,1,4,3
23,"No","Non-Travel","R&D",9,"Below College","Marketing","Medium","Male","High","1","LabTech","Low","Married",2500,1,"Yes",14,"Very High","1",5,2,"Very High",4,3,0,2
39,"No","Non-Travel","Sales",3,"Bachelor","LifeSci","High","Female","Very High","2","ResearchSci","Medium","Married",6389,9,"Yes",15,"High","1",12,3,"Low",8,3,3,6
56,"No","Non-Travel","R&D",9,"Bachelor","Marketing","High","Male","High","4","SalesExec","Very High","Married",11103,7,"Yes",11,"High","0",30,1,"Medium",10,7,1,1
40,"No","Non-Travel","R&D",2,"Below College","Marketing","Very High","Female","Medium","1","SalesRep","Very High","Divorced",2342,0,"No",20,"Very High","0",5,2,"Medium",4,2,2,3
27,"No","Non-Travel","R&D",7,"Bachelor","Marketing","Very High","Female","Medium","2","SalesExec","Low","Divorced",6811,8,"Yes",19,"Low","0",9,2,"Low",7,6,0,7
29,"No","Non-Travel","HR",10,"Bachelor","Medical","Very High","Male","High","1","HR Personnel","Medium","Single",2297,1,"Yes",14,"Very High","2",2,2,"High",2,2,2,2
53,"No","Non-Travel","R&D",6,"Bachelor","Other","Very High","Male","High","2","LabTech","Very High","Divorced",2450,2,"Yes",17,"Very High","0",19,4,"High",2,2,2,2
35,"No","Rarely","R&D",2,"Master","Other","Very High","Female","High","2","SalesExec","Low","Single",5093,2,"Yes",11,"Low","1",16,2,"Very High",1,0,0,0
32,"No","Frequently","R&D",24,"Master","Other","Low","Male","High","2","LabTech","Very High","Married",5309,1,"Yes",15,"Very High","2",10,2,"High",10,8,4,7
38,"No","Non-Travel","R&D",2,"Doctor","Marketing","Very High","Male","High","1","SalesRep","High","Married",3057,6,"No",13,"Medium","1",6,0,"Low",1,0,0,1
34,"No","Non-Travel","R&D",8,"Doctor","Other","Medium","Female","High","2","HealthcareRep","Low","Single",5121,3,"Yes",14,"High","1",7,3,"High",0,0,0,0
52,"No","Non-Travel","HR",3,"Master","Medical","High","Male","Medium","4","ManufacturingDir","Low","Married",16856,1,"Yes",11,"Low","0",34,3,"Very High",34,6,1,16
33,"Yes","Non-Travel","R&D",1,"Master","Tech","Very High","Male","High","1","SalesRep","Very High","Divorced",2686,1,"No",13,"High","0",10,2,"Medium",10,9,7,8
25,"No","Non-Travel","HR",26,"Below College","Marketing","High","Female","High","2","ResearchDir","Very High","Divorced",6180,1,"Yes",23,"Medium","0",6,5,"Medium",6,5,1,4
45,"No","Non-Travel","HR",2,"College","HR","Medium","Male","Low","2","HR Personnel","High","Divorced",6632,0,"Yes",13,"Low","0",9,3,"High",8,7,3,1
23,"No","Non-Travel","R&D",10,"Below College","Marketing","Low","Male","Very High","1","SalesRep","High","Divorced",3505,1,"Yes",18,"Very High","0",2,3,"High",2,2,0,2
47,"Yes","Frequently","HR",27,"College","Other","Medium","Female","Very High","2","ResearchDir","High","Divorced",6397,4,"No",12,"Very High","0",8,2,"High",5,4,1,3
34,"No","Non-Travel","HR",2,"Bachelor","Tech","Very High","Male","High","2","ResearchDir","Very High","Divorced",6274,1,"Yes",22,"High","0",6,5,"High",6,5,1,4
55,"Yes","Non-Travel","R&D",2,"Bachelor","Marketing","Very High","Male","High","5","ManufacturingDir","Low","Married",19859,5,"No",13,"Very High","1",24,2,"High",5,2,1,4
36,"No","Rarely","HR",8,"Master","Other","Low","Male","Medium","3","ResearchDir","Low","Divorced",7587,1,"Yes",15,"Medium","0",10,1,"High",10,7,0,9
52,"No","Rarely","R&D",19,"Master","Marketing","Very High","Male","High","1","SalesRep","Very High","Married",4258,0,"Yes",18,"Low","1",5,3,"High",4,3,1,2
26,"No","Frequently","R&D",1,"College","Other","Low","Female","Low","1","LabTech","Very High","Single",4364,3,"Yes",14,"Low","1",5,2,"High",2,2,2,0
